Crop_Type,Sowing_Date,Avg_Temp,Tmax,Tmin,Actual_Yield,Germination_Days_From_Sowing,Germination_GDD_Required,Germination_Predicted_Date,Leaf_Development_Days_From_Sowing,Leaf_Development_GDD_Required,Leaf_Development_Predicted_Date,Tillering_Elongation_Days_From_Sowing,Tillering_Elongation_GDD_Required,Tillering_Elongation_Predicted_Date,Reproductive_Days_From_Sowing,Reproductive_GDD_Required,Reproductive_Predicted_Date,Grain_Filling_Days_From_Sowing,Grain_Filling_GDD_Required,Grain_Filling_Predicted_Date,Maturity_Days_From_Sowing,Maturity_GDD_Required,Maturity_Predicted_Date,Total_Season_Length_Predicted,Total_GDD_Required,Current_Growth_Stage,Days_To_Maturity,Harvest_Window_Start,Harvest_Window_End,Sowing_Date_dt
Cotton,2023-06-23,34.3,45.6,28.6,1.9,12,92.8,2023-07-05,28,485.8,2023-07-21,75,1125.4,2023-09-06,129,2074.9,2023-10-30,150,2867.5,2023-11-20,235,3891.8,2024-02-13,194,4105.0,Reproductive,235,2024-02-18,2024-02-28,2023-06-23
Soybean,2023-06-28,27.6,35.3,21.0,2.4,8,72.5,2023-07-06,22,391.1,2023-07-20,31,774.9,2023-07-29,63,1158.3,2023-08-30,80,1750.3,2023-09-16,100,2232.2,2023-10-06,93,1923.0,Maturity,100,2023-10-11,2023-10-21,2023-06-28
Wheat,2023-11-10,16.1,25.4,11.8,4.9,6,76.6,2023-11-16,29,380.3,2023-12-09,37,748.2,2023-12-17,92,1371.8,2024-02-10,86,1642.7,2024-02-04,133,1891.4,2024-03-22,136,2041.0,Germination,133,2024-03-27,2024-04-06,2023-11-10
Wheat,2023-11-13,17.3,24.7,12.3,4.5,10,69.3,2023-11-23,29,321.8,2023-12-12,43,771.4,2023-12-26,95,1330.8,2024-02-16,91,1531.3,2024-02-12,125,1940.6,2024-03-17,122,1830.0,Tillering_Elongation,125,2024-03-22,2024-04-01,2023-11-13
Cotton,2023-07-26,31.6,41.0,24.4,0.7,10,118.5,2023-08-05,36,494.8,2023-08-31,74,1067.1,2023-10-08,123,2208.3,2023-11-26,143,2880.5,2023-12-16,192,3996.2,2024-02-03,187,3563.0,Leaf_Development,192,2024-02-08,2024-02-18,2023-07-26
Rice,2023-07-17,32.7,43.9,25.8,7.5,7,109.9,2023-07-24,28,390.8,2023-08-14,48,822.8,2023-09-03,91,1717.5,2023-10-16,103,1979.8,2023-10-28,153,2471.0,2023-12-17,140,2574.0,Germination,153,2023-12-22,2024-01-01,2023-07-17
Maize,2023-06-04,31.5,37.9,23.6,8.0,9,126.0,2023-06-13,27,488.1,2023-07-01,39,857.4,2023-07-13,75,1574.0,2023-08-18,90,1665.9,2023-09-02,137,2603.4,2023-10-19,128,2480.0,Leaf_Development,137,2023-10-24,2023-11-03,2023-06-04
Maize,2023-07-14,29.5,39.1,24.4,5.7,8,146.9,2023-07-22,18,486.2,2023-08-01,47,910.1,2023-08-30,79,1466.6,2023-10-01,75,1759.4,2023-09-27,114,2544.2,2023-11-05,119,2637.0,Grain_Filling,114,2023-11-10,2023-11-20,2023-07-14
Rice,2023-07-12,25.9,32.2,21.5,4.4,11,97.3,2023-07-23,28,431.8,2023-08-09,60,885.3,2023-09-10,97,1713.0,2023-10-17,111,2109.6,2023-10-31,128,2666.6,2023-11-17,151,2586.0,Reproductive,128,2023-11-22,2023-12-02,2023-07-12
Sugarcane,2023-07-12,32.4,41.5,24.5,77.3,16,231.1,2023-07-28,75,1007.0,2023-09-25,172,2676.1,2023-12-31,249,3789.9,2024-03-17,302,4089.0,2024-05-09,345,4984.8,2024-06-21,321,4823.0,Maturity,345,2024-06-26,2024-07-06,2023-07-12
Cotton,2023-06-07,34.5,46.3,26.8,1.9,10,109.8,2023-06-17,27,581.9,2023-07-04,72,1251.2,2023-08-18,128,2224.4,2023-10-13,143,3000.6,2023-10-28,227,3658.7,2024-01-20,236,4003.0,Tillering_Elongation,227,2024-01-25,2024-02-04,2023-06-07
Rice,2023-06-04,26.1,37.6,19.6,4.9,11,114.9,2023-06-15,28,357.8,2023-07-02,54,840.1,2023-07-28,81,1678.6,2023-08-24,103,1922.6,2023-09-15,154,2783.2,2023-11-05,145,2490.0,Maturity,154,2023-11-10,2023-11-20,2023-06-04
Wheat,2023-11-09,18.5,27.3,13.7,3.0,5,70.6,2023-11-14,29,301.0,2023-12-08,37,664.3,2023-12-16,94,1470.9,2024-02-11,90,1679.5,2024-02-07,126,1831.9,2024-03-14,131,2031.0,Grain_Filling,126,2024-03-19,2024-03-29,2023-11-09
Maize,2023-07-17,29.4,38.3,24.9,8.3,10,116.0,2023-07-27,20,448.2,2023-08-06,42,971.8,2023-08-28,62,1528.7,2023-09-17,96,1906.1,2023-10-21,116,2315.5,2023-11-10,139,2202.0,Maturity,116,2023-11-15,2023-11-25,2023-07-17
Wheat,2023-11-05,20.2,27.5,15.4,4.6,8,90.2,2023-11-13,27,391.1,2023-12-02,48,619.8,2023-12-23,95,1486.9,2024-02-08,104,1451.7,2024-02-17,113,1969.8,2024-02-26,124,1914.0,Reproductive,113,2024-03-02,2024-03-12,2023-11-05
Cotton,2023-07-22,31.5,38.0,25.8,0.9,9,97.8,2023-07-31,29,463.5,2023-08-20,79,1114.8,2023-10-09,125,2155.0,2023-11-24,153,3096.5,2023-12-22,199,3971.1,2024-02-06,198,3537.0,Maturity,199,2024-02-11,2024-02-21,2023-07-22
Rice,2023-07-26,33.4,45.3,26.3,8.8,7,97.9,2023-08-02,23,396.8,2023-08-18,55,872.0,2023-09-19,96,1682.7,2023-10-30,105,2081.1,2023-11-08,152,2603.6,2023-12-25,136,2590.0,Leaf_Development,152,2023-12-30,2024-01-09,2023-07-26
Wheat,2023-10-21,15.6,25.5,9.7,4.8,10,83.1,2023-10-31,25,341.3,2023-11-15,47,658.5,2023-12-07,88,1449.7,2024-01-17,103,1506.1,2024-02-01,129,1858.2,2024-02-27,129,1823.0,Germination,129,2024-03-03,2024-03-13,2023-10-21
Soybean,2023-06-16,27.0,35.6,21.1,3.2,8,104.2,2023-06-24,20,336.1,2023-07-06,35,738.8,2023-07-21,67,1278.6,2023-08-22,87,1561.8,2023-09-11,106,2255.8,2023-09-30,105,1984.0,Germination,106,2023-10-05,2023-10-15,2023-06-16
Rice,2023-06-13,30.6,38.9,24.5,5.8,9,107.0,2023-06-22,29,375.0,2023-07-12,41,833.4,2023-07-24,100,1741.8,2023-09-21,107,1814.6,2023-09-28,136,2431.4,2023-10-27,156,2441.0,Tillering_Elongation,136,2023-11-01,2023-11-11,2023-06-13
Soybean,2023-06-13,29.0,37.9,24.8,2.8,6,70.1,2023-06-19,24,400.0,2023-07-07,43,651.9,2023-07-26,61,1176.0,2023-08-13,87,1745.4,2023-09-08,105,2298.4,2023-09-26,103,2108.0,Reproductive,105,2023-10-01,2023-10-11,2023-06-13
Maize,2023-07-05,29.0,39.7,21.8,10.6,9,143.9,2023-07-14,20,430.3,2023-07-25,40,896.8,2023-08-14,75,1492.7,2023-09-18,88,1921.1,2023-10-01,125,2478.0,2023-11-07,116,2444.0,Leaf_Development,125,2023-11-12,2023-11-22,2023-07-05
Wheat,2023-11-12,16.3,26.1,10.5,4.7,7,79.9,2023-11-19,26,392.4,2023-12-08,46,673.0,2023-12-28,93,1303.9,2024-02-13,94,1422.3,2024-02-14,113,2041.7,2024-03-04,124,1810.0,Germination,113,2024-03-09,2024-03-19,2023-11-12
Maize,2023-06-09,24.5,33.3,19.3,7.6,7,132.7,2023-06-16,27,428.3,2023-07-06,46,817.2,2023-07-25,60,1496.4,2023-08-08,86,1650.8,2023-09-03,136,2354.8,2023-10-23,118,2209.0,Maturity,136,2023-10-28,2023-11-07,2023-06-09
Wheat,2023-11-11,15.9,23.8,7.9,4.8,6,70.5,2023-11-17,29,366.4,2023-12-10,41,776.3,2023-12-22,84,1444.8,2024-02-03,102,1675.5,2024-02-21,130,2006.5,2024-03-20,132,1984.0,Reproductive,130,2024-03-25,2024-04-04,2023-11-11
Wheat,2023-10-26,14.7,25.4,8.7,4.4,10,76.4,2023-11-05,25,376.6,2023-11-20,48,655.6,2023-12-13,81,1334.5,2024-01-15,92,1484.8,2024-01-26,116,2001.4,2024-02-19,131,2064.0,Tillering_Elongation,116,2024-02-24,2024-03-05,2023-10-26
Soybean,2023-06-18,27.3,37.4,22.8,3.9,7,88.9,2023-06-25,23,307.0,2023-07-11,37,744.0,2023-07-25,62,1267.4,2023-08-19,89,1430.9,2023-09-15,117,2127.8,2023-10-13,92,2128.0,Maturity,117,2023-10-18,2023-10-28,2023-06-18
Maize,2023-06-30,25.6,36.0,21.3,4.8,5,135.0,2023-07-05,22,461.1,2023-07-22,40,971.9,2023-08-09,72,1551.2,2023-09-10,93,1927.1,2023-10-01,126,2389.2,2023-11-03,117,2515.0,Grain_Filling,126,2023-11-08,2023-11-18,2023-06-30
Sugarcane,2023-06-16,34.2,41.4,28.2,134.8,25,163.5,2023-07-11,69,1108.5,2023-08-24,122,2478.0,2023-10-16,248,4092.6,2024-02-19,276,4254.8,2024-03-18,353,5229.6,2024-06-03,316,5972.0,Tillering_Elongation,353,2024-06-08,2024-06-18,2023-06-16
Maize,2023-07-26,26.1,32.9,20.0,4.2,9,114.7,2023-08-04,24,425.3,2023-08-19,38,952.1,2023-09-02,61,1558.9,2023-09-25,90,1668.3,2023-10-24,105,2235.6,2023-11-08,113,2658.0,Tillering_Elongation,105,2023-11-13,2023-11-23,2023-07-26
Rice,2023-07-30,28.6,34.7,22.4,4.0,9,85.3,2023-08-08,31,446.8,2023-08-30,48,994.4,2023-09-16,96,1709.3,2023-11-03,112,2179.0,2023-11-19,152,2624.6,2023-12-29,134,2498.0,Germination,152,2024-01-03,2024-01-13,2023-07-30
Soybean,2023-06-05,26.2,33.2,19.2,3.1,7,106.2,2023-06-12,25,379.8,2023-06-30,43,765.1,2023-07-18,64,1200.6,2023-08-08,93,1465.2,2023-09-06,114,1961.2,2023-09-27,91,2210.0,Maturity,114,2023-10-02,2023-10-12,2023-06-05
Cotton,2023-06-29,30.7,38.2,22.8,2.2,7,97.8,2023-07-06,25,465.2,2023-07-24,62,1201.0,2023-08-30,130,2163.4,2023-11-06,166,2839.6,2023-12-12,193,3770.4,2024-01-08,205,4004.0,Leaf_Development,193,2024-01-13,2024-01-23,2023-06-29
Sugarcane,2023-07-22,31.3,42.5,26.0,159.2,15,249.3,2023-08-06,85,1028.1,2023-10-15,147,2104.6,2023-12-16,240,4122.5,2024-03-18,298,4504.1,2024-05-15,348,5891.5,2024-07-04,359,5645.0,Grain_Filling,348,2024-07-09,2024-07-19,2023-07-22
Sugarcane,2023-07-26,30.0,36.4,23.5,106.0,27,198.7,2023-08-22,68,1186.5,2023-10-02,179,2129.0,2024-01-21,260,3792.9,2024-04-11,309,4887.8,2024-05-30,302,5870.6,2024-05-23,302,4738.0,Germination,302,2024-05-28,2024-06-07,2023-07-26
Rice,2023-07-25,29.0,37.2,24.7,4.8,12,97.7,2023-08-06,31,436.8,2023-08-25,54,906.4,2023-09-17,89,1613.6,2023-10-22,106,2064.6,2023-11-08,151,2629.4,2023-12-23,135,2662.0,Tillering_Elongation,151,2023-12-28,2024-01-07,2023-07-25
Maize,2023-07-06,28.2,35.6,24.0,8.4,7,148.0,2023-07-13,21,494.4,2023-07-27,41,965.9,2023-08-16,72,1497.9,2023-09-16,77,1651.3,2023-09-21,121,2427.5,2023-11-04,126,2298.0,Tillering_Elongation,121,2023-11-09,2023-11-19,2023-07-06
Wheat,2023-10-21,22.3,29.3,15.3,3.8,6,88.7,2023-10-27,20,323.4,2023-11-10,45,731.0,2023-12-05,80,1469.9,2024-01-09,105,1619.5,2024-02-03,122,1948.0,2024-02-20,135,1853.0,Tillering_Elongation,122,2024-02-25,2024-03-06,2023-10-21
Cotton,2023-06-04,33.4,40.0,26.9,1.5,10,86.5,2023-06-14,27,480.6,2023-07-01,68,1205.0,2023-08-11,107,2215.5,2023-09-19,162,3189.0,2023-11-13,229,3905.8,2024-01-19,236,3684.0,Tillering_Elongation,229,2024-01-24,2024-02-03,2023-06-04
Wheat,2023-11-25,17.1,27.9,10.9,5.5,5,92.5,2023-11-30,25,389.5,2023-12-20,43,737.9,2024-01-07,94,1313.1,2024-02-27,89,1445.2,2024-02-22,136,1975.5,2024-04-09,137,2022.0,Germination,136,2024-04-14,2024-04-24,2023-11-25
Maize,2023-07-05,28.1,36.8,23.1,7.2,7,134.4,2023-07-12,18,430.5,2023-07-23,44,817.2,2023-08-18,74,1523.3,2023-09-17,100,1876.0,2023-10-13,103,2526.6,2023-10-16,120,2352.0,Leaf_Development,103,2023-10-21,2023-10-31,2023-07-05
Cotton,2023-07-24,33.4,40.6,28.6,2.8,7,100.8,2023-07-31,25,445.5,2023-08-18,78,1010.6,2023-10-10,103,2319.6,2023-11-04,166,3025.4,2024-01-06,227,4168.9,2024-03-07,223,4090.0,Reproductive,227,2024-03-12,2024-03-22,2023-07-24
Cotton,2023-06-01,26.9,36.1,21.1,1.0,9,99.9,2023-06-10,36,599.8,2023-07-07,69,1295.1,2023-08-09,118,2112.6,2023-09-27,161,3298.1,2023-11-09,236,3757.1,2024-01-23,214,3974.0,Germination,236,2024-01-28,2024-02-07,2023-06-01
Wheat,2023-10-20,20.9,28.9,13.6,3.6,10,60.8,2023-10-30,23,369.9,2023-11-12,44,733.5,2023-12-03,92,1408.8,2024-01-20,102,1534.0,2024-01-30,126,1816.3,2024-02-23,115,1893.0,Grain_Filling,126,2024-02-28,2024-03-09,2023-10-20
Cotton,2023-07-30,35.6,47.4,29.2,2.5,9,114.3,2023-08-08,38,467.4,2023-09-06,73,1081.5,2023-10-11,100,2301.8,2023-11-07,167,3225.2,2024-01-13,194,4166.9,2024-02-09,239,4153.0,Germination,194,2024-02-14,2024-02-24,2023-07-30
Wheat,2023-12-02,19.8,27.3,12.3,2.3,9,93.5,2023-12-11,27,349.4,2023-12-29,41,622.6,2024-01-12,94,1397.7,2024-03-05,96,1485.6,2024-03-07,118,2024.5,2024-03-29,110,2079.0,Germination,118,2024-04-03,2024-04-13,2023-12-02
Cotton,2023-07-25,33.9,45.5,26.7,2.8,9,101.9,2023-08-03,40,485.5,2023-09-03,68,1025.4,2023-10-01,121,2418.0,2023-11-23,171,3050.1,2024-01-12,200,3844.7,2024-02-10,213,3910.0,Leaf_Development,200,2024-02-15,2024-02-25,2023-07-25
Soybean,2023-06-16,25.6,34.1,18.6,3.1,7,101.2,2023-06-23,17,424.4,2023-07-03,31,621.1,2023-07-17,53,1122.7,2023-08-08,86,1742.2,2023-09-10,102,2115.3,2023-09-26,118,1823.0,Reproductive,102,2023-10-01,2023-10-11,2023-06-16
Maize,2023-06-11,31.2,41.6,24.5,7.0,9,114.6,2023-06-20,25,489.4,2023-07-06,43,966.4,2023-07-24,61,1564.1,2023-08-11,94,1746.9,2023-09-13,132,2511.2,2023-10-21,131,2375.0,Maturity,132,2023-10-26,2023-11-05,2023-06-11
Wheat,2023-11-10,23.4,33.8,17.9,6.3,5,64.8,2023-11-15,27,348.9,2023-12-07,47,644.4,2023-12-27,80,1404.4,2024-01-29,93,1533.3,2024-02-11,136,2052.0,2024-03-25,131,1800.0,Germination,136,2024-03-30,2024-04-09,2023-11-10
Sugarcane,2023-07-02,28.3,34.4,20.3,77.3,19,167.7,2023-07-21,74,925.0,2023-09-14,176,2320.2,2023-12-25,237,4347.6,2024-02-24,302,4805.7,2024-04-29,331,4768.3,2024-05-28,354,5502.0,Reproductive,331,2024-06-02,2024-06-12,2023-07-02
Cotton,2023-07-01,31.2,37.7,24.3,2.2,8,106.0,2023-07-09,26,429.1,2023-07-27,56,1270.4,2023-08-26,112,2288.4,2023-10-21,173,3101.6,2023-12-21,184,4120.5,2024-01-01,212,3859.0,Maturity,184,2024-01-06,2024-01-16,2023-07-01
Rice,2023-06-14,25.8,35.1,18.2,5.9,12,97.5,2023-06-26,25,371.3,2023-07-09,43,937.8,2023-07-27,99,1696.7,2023-09-21,118,2036.7,2023-10-10,141,2408.0,2023-11-02,132,2533.0,Germination,141,2023-11-07,2023-11-17,2023-06-14
Soybean,2023-07-26,26.6,36.4,22.4,3.7,4,82.0,2023-07-30,17,400.7,2023-08-12,31,728.6,2023-08-26,54,1250.7,2023-09-18,82,1536.9,2023-10-16,104,1887.3,2023-11-07,113,2221.0,Reproductive,104,2023-11-12,2023-11-22,2023-07-26
Maize,2023-06-26,34.0,45.8,29.7,3.9,8,108.6,2023-07-04,25,461.5,2023-07-21,48,947.9,2023-08-13,70,1553.6,2023-09-04,80,1667.8,2023-09-14,128,2559.5,2023-11-01,122,2665.0,Tillering_Elongation,128,2023-11-06,2023-11-16,2023-06-26
Soybean,2023-07-28,26.2,37.3,18.6,2.8,8,109.9,2023-08-05,21,305.0,2023-08-18,33,671.1,2023-08-30,68,1238.7,2023-10-04,73,1621.7,2023-10-09,120,2039.8,2023-11-25,90,1939.0,Maturity,120,2023-11-30,2023-12-10,2023-07-28
Maize,2023-06-04,25.1,34.6,20.9,7.9,9,146.1,2023-06-13,20,464.0,2023-06-24,37,910.8,2023-07-11,75,1435.5,2023-08-18,82,1961.2,2023-08-25,110,2227.4,2023-09-22,122,2312.0,Reproductive,110,2023-09-27,2023-10-07,2023-06-04
Maize,2023-06-11,26.9,38.4,22.1,8.4,8,108.1,2023-06-19,27,416.4,2023-07-08,37,961.2,2023-07-18,68,1492.7,2023-08-18,94,1777.9,2023-09-13,101,2570.8,2023-09-20,127,2490.0,Reproductive,101,2023-09-25,2023-10-05,2023-06-11
Cotton,2023-06-25,29.1,37.7,24.1,3.2,6,118.5,2023-07-01,28,578.4,2023-07-23,65,1004.4,2023-08-29,122,2043.9,2023-10-25,146,3268.1,2023-11-18,211,3937.3,2024-01-22,240,3969.0,Grain_Filling,211,2024-01-27,2024-02-06,2023-06-25
Cotton,2023-06-01,31.0,39.0,25.7,1.9,10,105.2,2023-06-11,37,579.5,2023-07-08,55,1279.8,2023-07-26,124,2015.4,2023-10-03,179,3119.2,2023-11-27,202,3705.5,2023-12-20,234,4025.0,Grain_Filling,202,2023-12-25,2024-01-04,2023-06-01
Cotton,2023-06-25,34.0,41.5,26.1,1.5,7,109.1,2023-07-02,30,429.4,2023-07-25,61,1049.4,2023-08-25,100,2093.3,2023-10-03,163,2818.9,2023-12-05,221,3817.7,2024-02-01,221,3957.0,Grain_Filling,221,2024-02-06,2024-02-16,2023-06-25
Sugarcane,2023-06-17,31.4,38.8,25.7,99.3,29,196.0,2023-07-16,87,1006.4,2023-09-12,158,2624.4,2023-11-22,262,4405.9,2024-03-05,266,4354.4,2024-03-09,353,5311.5,2024-06-04,359,5222.0,Tillering_Elongation,353,2024-06-09,2024-06-19,2023-06-17
Rice,2023-07-30,29.7,38.0,24.0,2.4,10,88.2,2023-08-09,34,402.8,2023-09-02,44,891.1,2023-09-12,96,1781.2,2023-11-03,103,1988.4,2023-11-10,132,2627.3,2023-12-09,139,2565.0,Grain_Filling,132,2023-12-14,2023-12-24,2023-07-30
Cotton,2023-07-21,33.1,39.2,27.9,2.3,7,113.5,2023-07-28,26,499.1,2023-08-16,72,1171.3,2023-10-01,108,2115.7,2023-11-06,170,3241.0,2024-01-07,240,3638.7,2024-03-17,220,3675.0,Reproductive,240,2024-03-22,2024-04-01,2023-07-21
Sugarcane,2023-07-21,28.6,36.7,23.2,45.5,21,227.6,2023-08-11,62,1176.1,2023-09-21,134,2610.9,2023-12-02,251,4043.6,2024-03-28,255,4224.3,2024-04-01,310,4581.1,2024-05-26,306,5400.0,Tillering_Elongation,310,2024-05-31,2024-06-10,2023-07-21
Rice,2023-06-30,31.0,38.9,25.4,3.9,9,83.0,2023-07-09,31,399.1,2023-07-31,45,979.3,2023-08-14,94,1698.1,2023-10-02,97,1966.2,2023-10-05,138,2630.8,2023-11-15,160,2510.0,Reproductive,138,2023-11-20,2023-11-30,2023-06-30
Rice,2023-06-19,26.2,34.0,19.0,4.7,10,115.2,2023-06-29,34,423.2,2023-07-23,40,809.9,2023-07-29,88,1721.8,2023-09-15,117,2072.2,2023-10-14,148,2589.1,2023-11-14,147,2597.0,Reproductive,148,2023-11-19,2023-11-29,2023-06-19
Sugarcane,2023-06-28,25.4,35.2,21.0,83.4,19,232.2,2023-07-17,87,929.7,2023-09-23,125,2337.2,2023-10-31,218,3945.1,2024-02-01,278,4509.8,2024-04-01,323,5997.3,2024-05-16,339,4753.0,Germination,323,2024-05-21,2024-05-31,2023-06-28
Rice,2023-07-15,25.6,37.0,17.7,4.6,8,91.2,2023-07-23,29,367.1,2023-08-13,45,920.6,2023-08-29,95,1778.8,2023-10-18,101,2067.7,2023-10-24,126,2460.1,2023-11-18,129,2773.0,Reproductive,126,2023-11-23,2023-12-03,2023-07-15
Soybean,2023-07-17,25.4,32.8,21.0,2.3,6,106.2,2023-07-23,15,437.2,2023-08-01,34,784.3,2023-08-20,62,1005.5,2023-09-17,74,1683.7,2023-09-29,116,1905.5,2023-11-10,110,1881.0,Leaf_Development,116,2023-11-15,2023-11-25,2023-07-17
Wheat,2023-12-04,18.8,26.6,12.2,3.4,8,69.1,2023-12-12,21,360.9,2023-12-25,36,623.4,2024-01-09,82,1425.5,2024-02-24,102,1536.6,2024-03-15,139,1831.3,2024-04-21,140,1996.0,Germination,139,2024-04-26,2024-05-06,2023-12-04
Sugarcane,2023-07-06,33.5,41.1,26.7,144.6,15,217.3,2023-07-21,62,1054.7,2023-09-06,174,2522.1,2023-12-27,205,3800.5,2024-01-27,259,4617.7,2024-03-21,322,5584.4,2024-05-23,326,4585.0,Grain_Filling,322,2024-05-28,2024-06-07,2023-07-06
Maize,2023-07-13,28.5,35.8,24.5,5.2,8,103.0,2023-07-21,27,464.2,2023-08-09,43,958.8,2023-08-25,73,1558.9,2023-09-24,98,1910.9,2023-10-19,109,2627.6,2023-10-30,107,2611.0,Germination,109,2023-11-04,2023-11-14,2023-07-13
Wheat,2023-11-29,15.3,21.9,8.4,4.1,10,88.4,2023-12-09,28,312.7,2023-12-27,49,741.2,2024-01-17,92,1438.6,2024-02-29,103,1632.1,2024-03-11,113,1900.9,2024-03-21,112,1941.0,Reproductive,113,2024-03-26,2024-04-05,2023-11-29
Wheat,2023-11-15,22.5,29.5,14.6,4.6,5,69.5,2023-11-20,26,320.9,2023-12-11,36,687.1,2023-12-21,81,1443.1,2024-02-04,93,1605.8,2024-02-16,111,1875.0,2024-03-05,118,1803.0,Leaf_Development,111,2024-03-10,2024-03-20,2023-11-15
Maize,2023-06-10,26.7,33.3,20.0,9.6,8,142.5,2023-06-18,21,424.0,2023-07-01,40,917.2,2023-07-20,62,1426.9,2023-08-11,75,1633.2,2023-08-24,125,2323.8,2023-10-13,132,2408.0,Tillering_Elongation,125,2023-10-18,2023-10-28,2023-06-10
Soybean,2023-06-13,25.6,32.8,19.6,2.8,5,97.4,2023-06-18,25,345.8,2023-07-08,43,603.6,2023-07-26,68,1122.5,2023-08-20,78,1696.1,2023-08-30,105,1921.1,2023-09-26,91,2113.0,Grain_Filling,105,2023-10-01,2023-10-11,2023-06-13
Cotton,2023-06-19,36.1,42.8,31.1,2.1,5,89.3,2023-06-24,30,513.4,2023-07-19,54,1291.3,2023-08-12,121,2395.3,2023-10-18,143,2831.8,2023-11-09,208,3931.0,2024-01-13,236,4107.0,Leaf_Development,208,2024-01-18,2024-01-28,2023-06-19
Wheat,2023-10-28,17.0,23.2,10.8,4.4,7,72.1,2023-11-04,28,332.1,2023-11-25,36,648.3,2023-12-03,87,1464.8,2024-01-23,103,1668.7,2024-02-08,119,1854.4,2024-02-24,114,1807.0,Maturity,119,2024-02-29,2024-03-10,2023-10-28
Soybean,2023-06-04,28.0,36.9,22.5,1.4,6,102.2,2023-06-10,15,448.0,2023-06-19,31,763.2,2023-07-05,68,1059.7,2023-08-11,94,1519.4,2023-09-06,97,1944.1,2023-09-09,96,1810.0,Germination,97,2023-09-14,2023-09-24,2023-06-04
Soybean,2023-07-08,22.9,28.9,18.0,2.1,4,76.0,2023-07-12,24,440.4,2023-08-01,44,666.1,2023-08-21,66,1262.0,2023-09-12,87,1678.1,2023-10-03,106,1903.6,2023-10-22,99,1944.0,Grain_Filling,106,2023-10-27,2023-11-06,2023-07-08
Wheat,2023-12-01,19.0,27.3,12.4,3.0,5,97.9,2023-12-06,29,330.5,2023-12-30,41,762.2,2024-01-11,84,1452.2,2024-02-23,96,1669.4,2024-03-06,129,1913.8,2024-04-08,123,1931.0,Reproductive,129,2024-04-13,2024-04-23,2023-12-01
Cotton,2023-07-05,35.6,46.4,30.9,2.1,7,94.0,2023-07-12,35,516.3,2023-08-09,71,1037.7,2023-09-14,119,2211.7,2023-11-01,160,2901.5,2023-12-12,240,3868.7,2024-03-01,224,4128.0,Grain_Filling,240,2024-03-06,2024-03-16,2023-07-05
Cotton,2023-06-04,32.9,43.1,26.2,1.2,11,98.1,2023-06-15,29,533.9,2023-07-03,52,1200.3,2023-07-26,119,2456.6,2023-10-01,167,3195.4,2023-11-18,197,4185.0,2023-12-18,203,4011.0,Leaf_Development,197,2023-12-23,2024-01-02,2023-06-04
Rice,2023-07-18,28.8,35.6,23.5,4.4,11,116.1,2023-07-29,34,431.7,2023-08-21,51,919.3,2023-09-07,95,1673.0,2023-10-21,114,2126.3,2023-11-09,133,2537.0,2023-11-28,150,2590.0,Grain_Filling,133,2023-12-03,2023-12-13,2023-07-18
Maize,2023-06-21,24.5,32.9,20.4,3.2,10,143.7,2023-07-01,28,458.8,2023-07-19,47,825.5,2023-08-07,72,1403.6,2023-09-01,95,1959.0,2023-09-24,135,2684.7,2023-11-03,123,2688.0,Grain_Filling,135,2023-11-08,2023-11-18,2023-06-21
Soybean,2023-06-04,28.4,40.1,21.6,3.4,4,101.5,2023-06-08,20,377.1,2023-06-24,41,643.0,2023-07-15,55,1175.9,2023-07-29,85,1797.3,2023-08-28,92,2009.2,2023-09-04,107,2214.0,Leaf_Development,92,2023-09-09,2023-09-19,2023-06-04
Rice,2023-06-04,27.5,38.7,20.5,2.4,12,87.4,2023-06-16,33,370.6,2023-07-07,60,942.3,2023-08-03,95,1765.1,2023-09-07,115,2081.7,2023-09-27,158,2745.7,2023-11-09,146,2442.0,Grain_Filling,158,2023-11-14,2023-11-24,2023-06-04
Soybean,2023-07-08,24.0,34.7,18.2,2.9,8,83.4,2023-07-16,25,417.8,2023-08-02,42,632.7,2023-08-19,70,1053.9,2023-09-16,85,1751.9,2023-10-01,101,2205.6,2023-10-17,97,1885.0,Grain_Filling,101,2023-10-22,2023-11-01,2023-07-08
Soybean,2023-07-01,24.0,31.2,18.7,3.5,6,88.8,2023-07-07,22,323.8,2023-07-23,33,626.5,2023-08-03,54,1003.1,2023-08-24,71,1606.8,2023-09-10,98,2125.4,2023-10-07,100,2246.0,Maturity,98,2023-10-12,2023-10-22,2023-07-01
Rice,2023-07-03,32.2,42.3,25.7,5.6,6,95.5,2023-07-09,27,377.7,2023-07-30,47,915.1,2023-08-19,92,1668.1,2023-10-03,113,1868.3,2023-10-24,149,2426.7,2023-11-29,137,2632.0,Reproductive,149,2023-12-04,2023-12-14,2023-07-03
Wheat,2023-12-12,18.2,24.7,10.4,3.4,8,62.6,2023-12-20,30,359.0,2024-01-11,50,655.1,2024-01-31,84,1491.4,2024-03-05,97,1495.1,2024-03-18,123,2053.9,2024-04-13,113,1853.0,Grain_Filling,123,2024-04-18,2024-04-28,2023-12-12
Wheat,2023-12-08,15.9,24.2,10.2,2.8,7,90.9,2023-12-15,23,313.4,2023-12-31,42,777.5,2024-01-19,95,1414.1,2024-03-12,89,1623.8,2024-03-06,137,1942.0,2024-04-23,128,2099.0,Tillering_Elongation,137,2024-04-28,2024-05-08,2023-12-08
