Crop_Type,Soil_Type,Field_Size,Sowing_Date,Sowing_Day_of_Year,Sowing_Month,District,Latitude,Longitude,Avg_Temp,Tmax,Tmin,Rainfall,Cumulative_Rainfall,Relative_Humidity,WindSpeed,Solar_Radiation,Growing_Degree_Days,Season,Avg_Yield_Last_3Years,Max_Yield_Last_3Years,Min_Yield_Last_3Years,Season_Length,Irrigation_Frequency,Soil_Organic_Matter,Soil_pH,NDVI,Evapotranspiration_ET0,Actual_Yield,Soil_Sand_Percent,Soil_Clay_Percent,Soil_Silt_Percent,Elevation,Fertilizer_NPK,Crop_Cotton,Crop_Maize,Crop_Rice,Crop_Soybean,Crop_Sugarcane,Crop_Wheat,Soil_Alluvial,Soil_Black,Soil_Laterite,Soil_Loamy,Soil_Red,Soil_Sandy,Season_Kharif,Season_Rabi,District_Andhra Pradesh,District_Bihar,District_Gujarat,District_Haryana,District_Karnataka,District_Madhya Pradesh,District_Maharashtra,District_Punjab,District_Rajasthan,District_Tamil Nadu,District_Uttar Pradesh,District_West Bengal
Maize,Laterite,7.04,2023-06-09,160,6,Andhra Pradesh,15.9129,79.74,25.2,35.8,18.5,917.7,917.7,89.7,8.4,20.7,2238.5,Kharif,3.27,4.44,2.61,146,2,1.24,5.47,0.882,211.99,4.3,55.4,36.9,7.7,332,Medium,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Sugarcane,Black,3.25,2023-06-15,166,6,Maharashtra,19.7515,75.7139,28.2,35.4,23.3,1553.7,1553.7,86.9,2.2,19.7,1826.7,Kharif,106.81,118.47,73.02,174,3,2.89,8.4,0.9,233.13,56.09,32.5,52.8,14.6,332,High,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sugarcane,Black,1.23,2023-06-22,173,6,Karnataka,15.3173,75.7139,26.3,34.6,21.8,1593.7,1593.7,74.6,3.4,24.6,906.7,Kharif,82.98,94.86,62.13,116,8,3.48,7.1,0.9,284.61,71.6,20.7,33.9,45.4,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Soybean,Red,0.81,2023-07-01,182,7,Maharashtra,19.7515,75.7139,31.0,39.3,26.9,1211.1,1211.1,78.7,7.0,19.9,3569.8,Kharif,1.58,1.87,1.25,171,4,1.6,6.33,0.9,239.31,0.98,68.4,24.2,7.3,332,Medium,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sugarcane,Black,1.49,2023-07-03,184,7,Uttar Pradesh,26.8467,80.9462,27.2,32.0,25.0,1336.0,1336.0,79.8,7.4,16.6,874.3,Kharif,86.27,95.94,70.39,95,9,2.47,6.93,0.9,209.34,65.15,29.6,53.9,16.5,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Sugarcane,Black,1.09,2023-07-26,207,7,Tamil Nadu,11.1271,78.6569,31.4,41.5,23.8,1379.8,1379.8,74.1,3.9,16.9,1389.7,Kharif,79.72,109.71,65.93,106,8,2.33,8.18,0.9,181.29,84.56,22.5,33.5,44.0,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Wheat,Black,4.52,2023-11-06,310,11,Haryana,29.0588,76.0856,19.8,30.0,15.5,210.1,210.1,64.8,4.3,17.2,1445.7,Rabi,4.91,6.33,3.81,91,20,2.8,8.18,0.849,149.77,3.7,28.6,50.6,20.8,543,Medium,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Cotton,Red,2.16,2023-06-12,163,6,Gujarat,22.2587,71.1924,29.2,41.3,23.1,1282.7,1282.7,85.0,8.6,15.6,1743.6,Kharif,1.63,1.88,1.13,127,16,1.65,6.39,0.9,167.6,1.78,54.0,22.4,23.6,332,Low,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Cotton,Black,2.47,2023-06-04,155,6,Andhra Pradesh,15.9129,79.74,28.3,36.9,20.1,1498.7,1498.7,77.2,10.8,20.0,1621.9,Kharif,1.52,1.99,1.03,122,10,3.03,6.5,0.9,215.5,0.52,31.6,31.9,36.4,332,Medium,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Maize,Alluvial,1.11,2023-06-11,162,6,Andhra Pradesh,15.9129,79.74,25.1,36.9,23.1,798.2,798.2,76.6,8.4,23.3,1739.4,Kharif,5.73,7.75,4.83,115,7,2.07,6.02,0.795,328.24,6.21,38.1,31.0,31.0,332,High,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Rice,Black,1.01,2023-06-26,177,6,Haryana,29.0588,76.0856,32.9,44.4,24.4,1515.6,1515.6,79.0,6.4,16.2,2618.8,Kharif,5.36,6.31,3.97,115,14,2.41,7.03,0.9,205.43,3.46,29.1,39.3,31.6,543,High,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Cotton,Black,0.16,2023-07-17,198,7,Karnataka,15.3173,75.7139,28.3,34.5,24.1,863.0,863.0,86.9,10.8,23.6,2257.2,Kharif,1.78,2.3,1.12,175,3,3.11,7.45,0.9,248.5,1.12,21.4,30.3,48.2,332,Low,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Rice,Alluvial,1.21,2023-07-11,192,7,Uttar Pradesh,26.8467,80.9462,26.9,33.1,22.6,2470.6,2470.6,75.1,3.9,24.7,2322.2,Kharif,4.2,4.72,3.29,135,2,1.99,6.48,0.9,299.28,6.47,41.8,24.6,33.6,332,High,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,Laterite,2.35,2023-11-02,306,11,Uttar Pradesh,26.8467,80.9462,17.0,27.6,9.7,584.4,584.4,55.7,11.2,20.6,2218.3,Rabi,2.84,3.25,1.73,166,23,1.45,6.23,0.826,139.03,3.94,52.0,25.8,22.2,332,Medium,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Wheat,Red,8.35,2023-10-30,303,10,Punjab,30.7333,76.7794,14.7,22.3,11.8,476.6,476.6,59.9,8.3,16.5,1433.7,Rabi,3.59,4.31,2.24,134,8,1.02,6.43,0.792,93.63,4.97,63.9,27.9,8.2,543,Medium,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Soybean,Red,0.91,2023-07-14,195,7,Rajasthan,27.0238,74.2179,27.4,39.8,18.0,1269.7,1269.7,73.9,5.0,17.8,2563.6,Kharif,2.14,2.58,1.42,147,17,2.39,6.95,0.9,178.64,3.38,65.6,15.6,18.8,332,High,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Maize,Red,2.28,2023-06-11,162,6,Uttar Pradesh,26.8467,80.9462,22.2,27.2,16.5,1079.5,1079.5,74.4,2.7,24.8,1155.8,Kharif,4.68,6.05,4.18,93,9,1.03,6.82,0.827,249.68,6.59,59.6,16.6,23.8,332,High,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Cotton,Black,3.48,2023-06-14,165,6,Maharashtra,19.7515,75.7139,27.5,35.9,17.1,1125.5,1125.5,75.6,10.1,17.1,1290.6,Kharif,1.92,2.55,1.33,105,8,2.33,6.5,0.9,213.8,2.43,39.7,37.3,23.0,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Soybean,Loamy,0.61,2023-07-12,193,7,Rajasthan,27.0238,74.2179,31.1,43.6,20.8,1370.5,1370.5,72.5,5.3,19.8,2032.2,Kharif,2.48,2.91,2.02,99,10,2.81,7.03,0.9,242.26,2.63,42.8,30.0,27.2,332,Medium,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Cotton,Black,1.32,2023-06-04,155,6,Andhra Pradesh,15.9129,79.74,26.3,35.4,20.5,1128.9,1128.9,75.2,5.5,19.8,1392.0,Kharif,1.94,2.58,1.72,124,3,2.04,7.86,0.9,256.95,1.98,34.0,48.5,17.4,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Sugarcane,Alluvial,1.64,2023-06-27,178,6,Uttar Pradesh,26.8467,80.9462,23.5,32.7,19.5,1415.5,1415.5,79.8,8.6,20.5,816.0,Kharif,107.3,119.91,71.64,152,10,1.51,6.98,0.9,208.27,95.22,46.8,15.2,38.0,332,Low,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Rice,Black,2.51,2023-06-10,161,6,Bihar,25.0961,85.3131,27.3,31.6,23.3,1855.7,1855.7,72.5,11.0,16.3,1989.1,Kharif,3.94,4.75,2.43,115,3,2.69,8.42,0.9,165.05,3.13,30.4,39.8,29.9,332,High,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Sugarcane,Black,0.54,2023-06-07,158,6,Uttar Pradesh,26.8467,80.9462,26.0,31.0,23.2,1323.6,1323.6,80.7,4.1,15.9,947.6,Kharif,92.79,102.43,63.85,115,2,2.98,8.11,0.9,178.67,82.4,27.0,32.6,40.4,332,High,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Maize,Red,3.92,2023-06-07,158,6,Andhra Pradesh,15.9129,79.74,31.1,43.8,25.3,937.1,937.1,88.2,4.7,16.4,3463.4,Kharif,5.23,6.46,4.32,167,5,1.84,6.47,0.858,210.93,5.32,50.7,16.2,33.2,332,Medium,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Soybean,Alluvial,2.03,2023-07-02,183,7,Madhya Pradesh,22.9734,78.6569,27.2,33.5,20.0,922.1,922.1,84.1,6.1,17.5,3039.2,Kharif,2.65,3.54,2.16,179,3,3.04,7.82,0.9,216.03,1.45,41.9,17.7,40.4,332,Low,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
Wheat,Alluvial,0.43,2023-10-27,300,10,Uttar Pradesh,26.8467,80.9462,11.3,19.4,1.4,323.1,323.1,46.7,10.8,15.3,864.5,Rabi,4.56,5.17,3.3,113,18,2.9,7.58,0.813,76.68,2.82,47.0,28.8,24.2,332,High,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
Rice,Black,2.24,2023-07-15,196,7,Bihar,25.0961,85.3131,25.1,34.0,23.1,1991.4,1991.4,70.6,11.1,19.3,1908.1,Kharif,5.76,7.05,5.04,128,7,2.27,7.16,0.9,181.23,5.85,24.0,54.0,22.0,332,Low,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Maize,Alluvial,1.16,2023-07-29,210,7,Andhra Pradesh,15.9129,79.74,28.8,36.9,19.9,777.6,777.6,89.6,10.6,19.1,2208.9,Kharif,7.79,9.72,6.9,118,6,2.09,6.35,0.843,189.15,4.2,35.0,17.1,47.9,332,Low,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Soybean,Alluvial,0.34,2023-07-20,201,7,Rajasthan,27.0238,74.2179,22.6,30.4,15.4,1346.0,1346.0,77.0,6.1,19.2,2118.9,Kharif,2.27,2.74,1.79,172,8,1.51,6.1,0.9,143.8,2.73,49.1,29.1,21.8,332,High,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Sugarcane,Black,1.87,2023-06-30,181,6,Uttar Pradesh,26.8467,80.9462,27.7,36.8,22.0,1957.3,1957.3,81.8,3.2,16.3,864.6,Kharif,89.66,119.04,57.92,91,6,2.55,8.12,0.9,177.63,97.17,38.7,30.9,30.3,332,Medium,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
Maize,Black,0.77,2023-07-26,207,7,Bihar,25.0961,85.3131,23.1,28.9,17.0,926.2,926.2,86.4,5.8,21.9,1781.4,Kharif,8.18,11.07,7.2,140,8,2.58,7.43,0.9,238.9,4.1,30.8,31.6,37.6,332,High,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Maize,Red,1.36,2023-06-08,159,6,Bihar,25.0961,85.3131,23.8,28.1,16.6,864.7,864.7,82.5,6.1,20.9,2302.9,Kharif,5.84,7.99,4.78,169,10,1.59,6.82,0.868,223.9,2.86,64.2,28.1,7.8,332,Medium,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Rice,Alluvial,0.29,2023-06-11,162,6,Punjab,30.7333,76.7794,23.1,27.8,19.7,2260.5,2260.5,75.9,5.5,21.1,2136.3,Kharif,4.54,5.6,3.96,166,10,2.14,7.37,0.9,178.28,2.8,51.4,31.0,17.5,543,Low,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Cotton,Black,1.32,2023-06-22,173,6,Andhra Pradesh,15.9129,79.74,28.6,38.6,22.6,1137.7,1137.7,76.2,4.8,24.9,1745.6,Kharif,1.93,2.57,1.37,127,11,2.29,6.96,0.897,259.25,1.02,36.3,40.2,23.5,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Cotton,Laterite,0.26,2023-07-15,196,7,Karnataka,15.3173,75.7139,30.2,38.4,24.0,1148.3,1148.3,76.1,10.2,24.5,2047.6,Kharif,0.9,1.21,0.59,138,10,0.89,6.42,0.855,321.11,1.22,41.6,37.9,20.5,332,Medium,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Cotton,Loamy,1.2,2023-06-04,155,6,Gujarat,22.2587,71.1924,26.8,35.9,19.4,1393.2,1393.2,76.9,9.3,17.9,1262.4,Kharif,1.29,1.78,0.85,106,14,2.73,6.37,0.9,180.74,1.96,51.0,36.3,12.7,332,Low,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Wheat,Black,0.68,2023-10-31,304,10,Punjab,30.7333,76.7794,15.3,23.3,10.3,228.3,228.3,65.0,5.4,18.8,2052.2,Rabi,3.8,4.72,2.55,175,9,3.1,6.83,0.808,139.02,3.57,32.9,43.6,23.6,543,High,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Sugarcane,Alluvial,1.4,2023-07-20,201,7,Tamil Nadu,11.1271,78.6569,28.2,38.8,19.6,1430.0,1430.0,84.5,3.9,19.0,1193.9,Kharif,93.1,125.83,61.6,117,5,2.74,6.91,0.9,216.96,65.96,45.8,29.6,24.6,332,Medium,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Rice,Black,0.95,2023-06-08,159,6,Haryana,29.0588,76.0856,28.5,40.0,20.9,2126.3,2126.3,73.4,7.5,24.5,2803.1,Kharif,5.63,6.99,4.9,150,10,3.99,7.73,0.9,314.55,6.8,21.2,32.4,46.3,543,Medium,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Cotton,Red,2.59,2023-06-01,152,6,Maharashtra,19.7515,75.7139,24.5,31.4,18.1,1051.7,1051.7,85.2,10.2,24.0,1338.1,Kharif,1.63,1.94,0.98,142,3,2.05,6.51,0.9,286.85,2.09,54.9,17.4,27.7,332,Medium,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Sugarcane,Black,0.74,2023-07-15,196,7,Maharashtra,19.7515,75.7139,23.7,33.6,15.6,1553.2,1553.2,70.9,2.5,21.9,820.2,Kharif,90.99,111.54,58.05,146,10,3.62,7.05,0.9,177.35,89.18,24.4,56.2,19.5,332,High,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Rice,Alluvial,2.17,2023-07-13,194,7,West Bengal,22.9868,87.855,24.9,33.6,21.2,1543.0,1543.0,87.3,8.9,22.4,2627.1,Kharif,3.78,4.58,2.67,176,2,1.59,7.91,0.9,210.01,4.49,59.3,21.7,19.0,332,High,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Cotton,Black,3.73,2023-07-03,184,7,Gujarat,22.2587,71.1924,31.2,45.8,25.2,1157.1,1157.1,78.6,2.9,18.6,2752.9,Kharif,1.93,2.58,1.55,170,15,3.09,7.32,0.9,230.95,2.32,35.8,35.5,28.7,332,High,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Cotton,Black,0.29,2023-06-21,172,6,Gujarat,22.2587,71.1924,30.8,40.4,19.5,1308.3,1308.3,88.3,3.7,24.7,2155.6,Kharif,1.72,2.34,1.2,134,15,2.28,7.34,0.9,332.33,0.8,30.0,49.8,20.3,332,Low,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Maize,Alluvial,0.7,2023-06-25,176,6,Karnataka,15.3173,75.7139,31.6,39.2,27.4,901.4,901.4,73.6,3.9,23.0,2009.1,Kharif,6.12,7.41,4.83,94,5,3.08,6.46,0.9,330.86,5.85,46.7,29.4,24.0,332,High,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Wheat,Black,0.91,2023-11-06,310,11,Punjab,30.7333,76.7794,19.1,28.9,11.8,450.7,450.7,47.7,7.1,19.8,2054.6,Rabi,4.0,5.13,2.89,136,19,2.99,8.41,0.9,190.05,4.11,39.9,36.9,23.2,543,Medium,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Cotton,Laterite,6.19,2023-07-18,199,7,Karnataka,15.3173,75.7139,28.5,38.9,25.9,807.5,807.5,79.9,10.8,16.1,2446.7,Kharif,1.21,1.55,0.74,179,2,1.02,6.43,0.789,243.66,1.3,59.5,33.0,7.5,332,Medium,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Rice,Sandy,1.9,2023-06-01,152,6,West Bengal,22.9868,87.855,23.9,32.6,16.7,2207.4,2207.4,74.9,5.8,20.2,1860.8,Kharif,3.75,4.26,2.31,133,5,1.27,6.96,0.9,192.72,4.55,73.0,11.8,15.2,332,Medium,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Soybean,Red,2.12,2023-07-06,187,7,Rajasthan,27.0238,74.2179,30.2,41.4,22.7,1211.3,1211.3,88.4,10.5,20.6,3477.8,Kharif,2.4,3.09,1.66,173,23,2.26,6.78,0.86,252.25,1.48,51.4,15.5,33.1,332,High,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Sugarcane,Black,6.31,2023-06-04,155,6,Tamil Nadu,11.1271,78.6569,29.2,40.5,21.1,1408.5,1408.5,87.6,11.7,18.9,1314.1,Kharif,85.03,95.04,73.81,118,9,2.45,8.18,0.9,239.07,76.21,29.3,37.7,33.0,332,High,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Cotton,Red,1.88,2023-06-24,175,6,Andhra Pradesh,15.9129,79.74,27.1,30.0,21.8,1467.8,1467.8,73.9,11.1,23.3,1893.6,Kharif,1.17,1.61,1.05,157,10,1.93,6.04,0.895,202.25,1.66,67.4,25.9,6.7,332,Low,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Rice,Red,1.47,2023-07-24,205,7,Punjab,30.7333,76.7794,23.5,32.6,18.8,1351.7,1351.7,87.0,9.8,20.8,1754.9,Kharif,3.45,4.64,2.59,133,3,1.85,5.63,0.9,216.54,3.85,64.9,21.4,13.8,543,Medium,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
Maize,Black,5.07,2023-07-02,183,7,Bihar,25.0961,85.3131,23.3,33.0,15.1,1082.0,1082.0,80.7,5.0,20.9,1566.7,Kharif,7.01,8.49,4.36,117,3,3.03,7.83,0.9,244.29,4.0,27.4,40.4,32.2,332,High,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Sugarcane,Black,10.76,2023-06-13,164,6,Tamil Nadu,11.1271,78.6569,27.1,33.2,22.0,1309.5,1309.5,78.0,2.1,19.4,1080.1,Kharif,119.8,158.73,106.58,123,11,2.01,8.02,0.9,206.01,46.0,20.8,59.6,19.6,332,Low,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Cotton,Red,1.87,2023-06-13,164,6,Gujarat,22.2587,71.1924,27.9,36.0,22.1,925.7,925.7,84.9,7.5,17.0,1950.8,Kharif,1.56,2.08,1.1,156,16,1.07,6.39,0.821,191.29,1.71,67.3,23.7,9.0,332,High,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Rice,Alluvial,0.97,2023-07-24,205,7,West Bengal,22.9868,87.855,30.0,34.6,20.2,1967.6,1967.6,89.2,11.9,15.3,2452.3,Kharif,5.6,6.97,5.04,123,6,3.11,6.68,0.9,203.85,5.71,43.2,29.5,27.3,332,Medium,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Rice,Black,2.04,2023-07-03,184,7,West Bengal,22.9868,87.855,29.7,40.4,23.2,1318.0,1318.0,75.0,11.1,18.9,2728.0,Kharif,5.64,6.78,4.9,137,4,3.79,7.5,0.9,201.38,3.02,37.5,44.6,17.9,332,Medium,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Cotton,Black,0.58,2023-06-28,179,6,Maharashtra,19.7515,75.7139,29.5,38.2,21.0,917.1,917.1,79.4,8.0,21.1,2220.6,Kharif,1.82,2.39,1.31,156,5,3.94,6.92,0.9,280.55,2.51,28.4,57.0,14.5,332,Low,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Cotton,Black,0.72,2023-06-09,160,6,Gujarat,22.2587,71.1924,26.4,36.0,16.4,1245.3,1245.3,70.7,7.6,16.6,1255.1,Kharif,1.71,2.13,1.38,111,8,3.28,7.52,0.9,159.76,0.82,31.8,38.3,29.8,332,Low,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Sugarcane,Black,0.85,2023-07-09,190,7,Karnataka,15.3173,75.7139,21.5,28.4,16.3,1558.7,1558.7,82.6,9.1,18.7,606.7,Kharif,104.44,122.36,69.03,167,8,3.72,8.05,0.9,143.26,125.21,24.2,57.4,18.4,332,High,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Wheat,Black,9.94,2023-10-19,292,10,Uttar Pradesh,26.8467,80.9462,17.9,25.2,14.6,522.1,522.1,44.1,8.0,21.1,1856.0,Rabi,5.29,5.85,4.73,133,15,2.43,7.53,0.9,169.88,3.43,32.6,48.7,18.7,332,Low,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
